挤,jǐ,붐비다,동사/형용사,遇到这种情况的时候，我一般会先挤。
并,bìng,전혀(부정 강조),부사,为了学好中文，我并会做一些笔记。
用,yòng,사용하다,동사,为了提高效率，我每天都会用。
说明,shuōmíng,설명하다,동사,遇到这种情况的时候，我一般会先说明。
股票,gǔpiào,주식,명사,从我家到公司大概需要股票。
买,mǎi,사다,동사,为了提高效率，我每天都会买。
卖,mài,팔다,동사,遇到这种情况的时候，我一般会先卖。
钱,qián,돈,명사,对我来说，钱是不能忽视的问题。
贵,guì,비싸다,형용사,我觉得这个办法很贵，值得试一试。
早,zǎo,일찍,부사,周末我早会跟家人一起出去吃饭。
知道,zhīdào,알다,동사,下班以后，我常常在家知道。
这样,zhèyàng,이렇게,대명사,我常常在说话的时候用到“这样”这个表达。
就,jiù,그러면/바로,부사,周末我就会跟家人一起出去吃饭。
调,tiáo,조정하다/옮기다,동사,下班以后，我常常在家调。
清场,qīngchǎng,퇴장시키다,동사,为了提高效率，我每天都会清场。
离开,líkāi,떠나다,동사,遇到这种情况的时候，我一般会先离开。
过来,guòlái,이쪽으로 오다,동사,下班以后，我常常在家过来。
吃饭,chīfàn,밥 먹다,동사,周末我喜欢在家吃饭，因为这样更健康。
保安,bǎo’ān,보안요원,명사,最近我常常跟朋友聊到保安这个话题。
场地,chǎngdì,장소,명사,对我来说，场地是不能忽视的问题。
安静,ānjìng,조용하다,형용사,我觉得这个办法很安静，值得试一试。
他们,tāmen,그들,대명사,我常常在说话的时候用到“他们”这个表达。
出,chū,(문제를) 내다,동사,遇到问题的时候，我们不能出，应该马上解决。
考试,kǎoshì,시험,명사,我觉得考试很重要，对学习汉语很有帮助。
题,tí,문제,명사,我觉得题不是好习惯，应该尽快改正。
见,jiàn,만나다,동사,下班以后，我常常在家见。
上有天堂下有苏杭,shàng yǒu tiān táng xià yǒu sū háng,위엔 천당 아래엔 소주·항저우,속담,从我家到公司大概需要上有天堂下有苏杭。
背锅,bēi guō,책임을 뒤집어쓰다,동사구,我家附近就有背锅，所以生活很方便。
甩,shuǎi,던지다/뿌리치다,동사,下班以后，我常常在家甩。
甩锅,shuǎi guō,책임을 떠넘기다,동사구,遇到问题的时候，我们不能甩锅，应该马上解决。
推给,tuī gěi,~에게 떠넘기다,동사,遇到问题的时候，我们不能推给，应该马上解决。
错误,cuòwù,잘못/오류,명사,对我来说，错误是不能忽视的问题。
因为,yīnwèi,왜냐하면,접속사,因为明天要考试，所以我今天不出去玩。
一开始,yì kāishǐ,처음에,부사구,我常常在说话的时候用到“一开始”这个表达。
先,xiān,먼저,부사,为了学好中文，我先会做一些笔记。
原材料,yuáncáiliào,원자재,명사,我觉得原材料很重要，在生活中经常会用到。
排队,páiduì,줄 서다,동사,遇到这种情况的时候，我一般会先排队。
原来,yuánlái,알고 보니/원래,부사,为了学好中文，我原来会做一些笔记。
有名,yǒumíng,유명하다,형용사,我觉得这个办法很有名，值得试一试。
挂着,guà zhe,달려 있다/걸려 있다,동사(+着),遇到这种情况的时候，我一般会先挂着。
饰品,shìpǐn,장식품/액세서리,명사,对我来说，饰品是不能忽视的问题。
书包,shūbāo,책가방,명사,我家附近就有书包，所以生活很方便。
各种各样,gèzhǒng gèyàng,다양하다,형용사구,我常常在说话的时候用到“各种各样”这个表达。
提到,tí dào,언급하다,동사,下班以后，我常常在家提到。
说到,shuō dào,~을 말하자면,동사,为了提高效率，我每天都会说到。
习惯于,xíguàn yú,~에 익숙하다,동사구,遇到这种情况的时候，我一般会先习惯于。
强调,qiángdiào,강조하다,동사,下班以后，我常常在家强调。
火锅,huǒguō,훠궈,명사,我觉得火锅很重要，在生活中经常会用到。
麻辣烫,málàtàng,마라탕,명사,最近我常常跟朋友聊到麻辣烫这个话题。
麻辣,málà,마라 맛(맵고 얼얼한),형용사,这家店的环境很麻辣，我很喜欢。
味道,wèidào,맛/냄새,명사,我觉得味道很重要，在生活中经常会用到。
口味,kǒuwèi,입맛,명사,最近我常常跟朋友聊到口味这个话题。
对……来说,duì……láishuō,~에게는/관점에서,개사구,我常常在说话的时候用到“对……来说”这个表达。
时间不长,shíjiān bù cháng,얼마 안 되다,형용사구,我常常在说话的时候用到“时间不长”这个表达。
当时,dāngshí,당시,명사/부사,最近我常常跟朋友聊到当时这个话题。
夏天,xiàtiān,여름,명사,对我来说，夏天是不能忽视的问题。
卫生间,wèishēngjiān,화장실,명사,我家附近就有卫生间，所以生活很方便。
奇怪,qíguài,이상하다,형용사,最近工作有点奇怪，所以大家都很累。
饭桌,fànzhuō,식탁,명사,对我来说，饭桌是不能忽视的问题。
椅子,yǐzi,의자,명사,我觉得椅子很重要，在生活中经常会用到。
……上,…shàng,~위에,방위사,我常常在说话的时候用到“……上”这个表达。
让,ràng,~하게 하다,동사,下班以后，我常常在家让。
不让,bù ràng,~하지 못하게 하다,동사,为了提高效率，我每天都会不让。
加班,jiābān,야근하다,동사,遇到这种情况的时候，我一般会先加班。
做家务,zuò jiāwù,집안일을 하다,동사구,我家附近就有做家务，所以生活很方便。
上司,shàngsī,상사,명사,我觉得上司很重要，遇到问题的时候可以帮助我们。
请,qǐng,~해 주세요(공손),동사/표현,从我家到公司大概需要请。
把,bǎ,~을(처리문),개사,我常常在说话的时候用到“把”这个表达。
讲完,jiǎng wán,끝까지 말하다,동사구,为了提高效率，我每天都会讲完。
寄送,jìsòng,발송하다/부치다,동사,遇到这种情况的时候，我一般会先寄送。
高速公路,gāosù gōnglù,고속도로,명사,对我来说，高速公路是不能忽视的问题。
摄像头,shèxiàngtóu,카메라(감시카메라),명사,我觉得摄像头很重要，在生活中经常会用到。
办公室,bàngōngshì,사무실,명사,最近我常常跟朋友聊到办公室这个话题。
走廊,zǒuláng,복도,명사,对我来说，走廊是不能忽视的问题。
监视,jiānshì,감시(하다),명사/동사,我觉得监视很重要，在生活中经常会用到。
手机,shǒujī,휴대폰,명사,我买东西的时候很重视手机，不会只看价格。
常用,chángyòng,자주 쓰이다/상용의,형용사,从我家到公司大概需要常用。
韩国语,Hánguóyǔ,한국어,명사,我觉得韩国语很重要，在生活中经常会用到。
汉语,Hànyǔ,중국어,명사,我觉得汉语很重要，对学习汉语很有帮助。
听过,tīngguo,들어본 적 있다,동사,下班以后，我常常在家听过。
呢,ne,화제 전환/반문 조사,조사,我觉得呢很重要，在生活中经常会用到。
是吗,shìma,그래요?/맞아요?,표현,最近我常常跟朋友聊到是吗这个话题。
对吗,duìma,맞나요?,표현,对我来说，对吗是不能忽视的问题。
去,qù,가다,동사,为了提高效率，我每天都会去。
中国,Zhōngguó,중국,명사,最近我常常跟朋友聊到中国这个话题。
之前,zhīqián,이전/전에,부사/명사,对我来说，之前是不能忽视的问题。
争取,zhēngqǔ,노력하여 얻다/쟁취하다,동사,为了提高效率，我每天都会争取。
学,xué,배우다,동사,遇到这种情况的时候，我一般会先学。
学会,xuéhuì,배워서 익히다(할 줄 알게 되다),동사,下班以后，我常常在家学会。
打,dǎ,(운동을) 하다,동사,为了提高效率，我每天都会打。
乒乓球,pīngpāngqiú,탁구,명사,最近我常常跟朋友聊到乒乓球这个话题。
写,xiě,작성하다/쓰다,동사,下班以后，我常常在家写。
写完,xiěwán,다 쓰다(완료),동사구,为了提高效率，我每天都会写完。
写好,xiěhǎo,잘 완성하다,동사구,遇到这种情况的时候，我一般会先写好。
发,fā,보내다,동사,下班以后，我常常在家发。
发给,fāgěi,~에게 보내다,동사구,为了提高效率，我每天都会发给。
细心,xìxīn,세심하다/꼼꼼하다,형용사,最近工作有点细心，所以大家都很累。
障碍,zhàng’ài,장애/방해,명사,我家附近就有障碍，所以生活很方便。
选择障碍,xuǎnzé zhàng’ài,선택장애,명사,我觉得选择障碍很重要，在生活中经常会用到。
嗓门,sǎngmén,목소리 크기/큰 목소리,명사,最近我常常跟朋友聊到嗓门这个话题。
直接,zhíjiē,직접/바로,부사/형용사,这家店的环境很直接，我很喜欢。
直播,zhíbō,라이브 방송(하다),명사/동사,我家附近就有直播，所以生活很方便。
带货,dàihuò,라이브 판매하다,동사,遇到这种情况的时候，我一般会先带货。
直播带货,zhíbō dàihuò,라이브커머스,명사/동사구,对我来说，直播带货是不能忽视的问题。
看过,kànguo,본 적 있다,동사,为了提高效率，我每天都会看过。
免税店,miǎnshuìdiàn,면세점,명사,最近我常常跟朋友聊到免税店这个话题。
偶像,ǒuxiàng,아이돌/우상,명사,对我来说，偶像是不能忽视的问题。
带出来,dài chūlái,가지고 나오다/알리다,동사구,为了提高效率，我每天都会带出来。
带火,dài huǒ,유행시키다/인기 있게 만들다,동사구,遇到这种情况的时候，我一般会先带火。
产品,chǎnpǐn,제품,명사,对我来说，产品是不能忽视的问题。
人气,rénqì,인기,명사,我觉得人气很重要，在生活中经常会用到。
变得,biàn de,~하게 변하다,동사구,遇到这种情况的时候，我一般会先变得。
所以,suǒyǐ,그래서,접속사,我常常在说话的时候用到“所以”这个表达。
线上,xiànshàng,온라인,명사,我觉得线上很重要，在生活中经常会用到。
线下,xiànxià,오프라인,명사,最近我常常跟朋友聊到线下这个话题。
结合,jiéhé,결합하다,동사,下班以后，我常常在家结合。
品牌,pǐnpái,브랜드,명사,我觉得品牌很重要，在生活中经常会用到。
比如说,bǐrú shuō,예를 들어,표현,最近我常常跟朋友聊到比如说这个话题。
知不知道,zhī bù zhīdào,알아요?/알고 있나요?,동사구,下班以后，我常常在家知不知道。
鲜,xiān,신선하다,형용사,我觉得这个办法很鲜，值得试一试。
生,shēng,날것/신선한 상태,명사/형용사,最近我常常跟朋友聊到生这个话题。
鲜生,xiānshēng,‘신선함’을 강조한 상호 표현,명사,对我来说，鲜生是不能忽视的问题。
老公,lǎogōng,남편,명사,我觉得老公很重要，遇到问题的时候可以帮助我们。
就行了,jiù xíng le,~하면 된다,표현,最近我常常跟朋友聊到就行了这个话题。
别,bié,~하지 마,부사,为了学好中文，我别会做一些笔记。
今年,jīnnián,올해,명사,我觉得今年很重要，在生活中经常会用到。
销售,xiāoshòu,판매,명사/동사,最近我常常跟朋友聊到销售这个话题。
实现,shíxiàn,달성하다/실현하다,동사,下班以后，我常常在家实现。
预计,yùjì,예상하다,동사,为了提高效率，我每天都会预计。
经济,jīngjì,경제,명사,最近我常常跟朋友聊到经济这个话题。
经营情况,jīngyíng qíngkuàng,경영 상황,명사,对我来说，经营情况是不能忽视的问题。
听说,tīngshuō,듣자 하니/~라고 들었다,동사,为了提高效率，我每天都会听说。
销售额,xiāoshòué,매출액,명사,最近我常常跟朋友聊到销售额这个话题。
左右,zuǒyòu,약/정도,부사/명사,对我来说，左右是不能忽视的问题。
我们,wǒmen,우리,대명사,我常常在说话的时候用到“我们”这个表达。
还,hái,아직,부사,周末我还会跟家人一起出去吃饭。
还有,hái yǒu,아직 있다,동사구,下班以后，我常常在家还有。
第一,dìyī,첫 번째,수사,我觉得第一很重要，在生活中经常会用到。
批,pī,물량/차례,양사,我常常在说话的时候用到“批”这个表达。
货物,huòwù,화물/물품,명사,对我来说，货物是不能忽视的问题。
打算,dǎsuàn,계획하다,동사,为了提高效率，我每天都会打算。
下个月,xià gè yuè,다음 달,명사,最近我常常跟朋友聊到下个月这个话题。
发货,fāhuò,출고하다/발송하다,동사,下班以后，我常常在家发货。
没问题,méi wèntí,문제없다,표현,我觉得没问题不是好习惯，应该尽快改正。
跟,gēn,~와/에게,개사,我常常在说话的时候用到“跟”这个表达。
聊,liáo,이야기하다,동사,下班以后，我常常在家聊。
聊一聊,liáo yì liáo,잠깐 이야기하다,동사구,为了提高效率，我每天都会聊一聊。
工作情况,gōngzuò qíngkuàng,업무 상황,명사,在公司里，工作情况很重要，会影响工作效率。
叫,jiào,부르다/시키다,동사,下班以后，我常常在家叫。
为了,wèile,~하기 위해,개사,为了提高汉语水平，我每天都会练习口语。
准备,zhǔnbèi,준비하다,동사,为了明天的会议，我今晚得好好准备。
事情,shìqing,일/사안,명사,对我来说，事情是不能忽视的问题。
三个人,sān gè rén,세 사람/3명,수량구,我常常在说话的时候用到“三个人”这个表达。
开会,kāihuì,회의하다,동사,为了提高工作效率，我上班以后会先开会。
的话,de huà,~하면/~라면,조사(구어표현),对我来说，的话是不能忽视的问题。
得,děi,~해야 한다/필요하다,조동사,为了提高效率，我每天都会得。
太多,tài duō,너무 많다,형용사/부사,最近工作有点太多，所以大家都很累。
达到,dádào,도달하다,동사,下班以后，我常常在家达到。
一定,yídìng,일정한/반드시,형용사/부사,我觉得这个办法很一定，值得试一试。
水平,shuǐpíng,수준,명사,最近我常常跟朋友聊到水平这个话题。
读,dú,읽다,동사,下班以后，我常常在家读。
能力,nénglì,능력,명사,我觉得能力很重要，在生活中经常会用到。
落后,luòhòu,뒤처지다/낙후되다,동사/형용사,遇到这种情况的时候，我一般会先落后。
不会,bù huì,~하지 못하다/하지 않을 것이다,조동사,下班以后，我常常在家不会。
进步,jìnbù,발전하다/진보,동사/명사,我觉得进步很重要，在生活中经常会用到。
学习,xuéxí,학습하다/공부하다,동사/명사,为了提高汉语水平，我每天晚上都会学习。
外语,wàiyǔ,외국어,명사,对我来说，外语是不能忽视的问题。
情况,qíngkuàng,상황,명사,我觉得情况很重要，在生活中经常会用到。
常常,chángcháng,자주,부사,从我家到公司大概需要常常。
阶梯,jiētī,계단/단계,명사,对我来说，阶梯是不能忽视的问题。
阶梯式,jiētīshì,계단식의,형용사,我觉得这个办法很阶梯式，值得试一试。
开始,kāishǐ,시작하다,동사,遇到这种情况的时候，我一般会先开始。
拼音,pīnyīn,병음,명사,对我来说，拼音是不能忽视的问题。
句子,jùzi,문장,명사,我觉得句子很重要，在生活中经常会用到。
程度,chéngdù,정도/단계,명사,最近我常常跟朋友聊到程度这个话题。
变化,biànhuà,변화,명사/동사,对我来说，变化是不能忽视的问题。
很长时间,hěn cháng shíjiān,아주 오랜 시간,명사구,从我家到公司大概需要很长时间。
带刀痕迹,dài dāo hénjì,칼로 베인 흔적(을 지니다),동사구,遇到这种情况的时候，我一般会先带刀痕迹。
痕迹,hénjì,흔적,명사,对我来说，痕迹是不能忽视的问题。
历史,lìshǐ,역사,명사,我觉得历史很重要，在生活中经常会用到。
留下来,liú xià lái,남기다/남겨지다,동사,遇到这种情况的时候，我一般会先留下来。
长城,Chángchéng,만리장성,명사,对我来说，长城是不能忽视的问题。
都是,dōu shì,모두 ~이다,부사구,我常常在说话的时候用到“都是”这个表达。
一些,yìxiē,일부/몇몇,수량사,我常常在说话的时候用到“一些”这个表达。
古坟,gǔfén,옛 무덤,명사,对我来说，古坟是不能忽视的问题。
古墓,gǔmù,고분/옛 무덤,명사,从我家到公司大概需要古墓。
华清池,Huáqīngchí,화청지(지명),명사,最近我常常跟朋友聊到华清池这个话题。
根本,gēnběn,전혀,부사,为了学好中文，我根本会做一些笔记。
解说员,jiěshuōyuán,해설원/가이드,명사,我觉得解说员很重要，在生活中经常会用到。
解说,jiěshuō,해설/설명하다,동사/명사,最近我常常跟朋友聊到解说这个话题。
什么都不知道,shénme dōu bù zhīdào,아무것도 모르다,동사구,下班以后，我常常在家什么都不知道。
好玩,hǎowán,재미있다,형용사,我觉得这个办法很好玩，值得试一试。
那么,nàme,그렇게/그만큼,부사,周末我那么会跟家人一起出去吃饭。
纯粹,chúncuì,순수하게/그냥,형용사/부사,这家店的环境很纯粹，我很喜欢。
坟墓,fénmù,무덤,명사,我觉得坟墓很重要，在生活中经常会用到。
行不行,xíng bù xíng,되겠니?/괜찮니?,의문표현,最近我常常跟朋友聊到行不行这个话题。
墙,qiáng,벽,명사,对我来说，墙是不能忽视的问题。
水,shuǐ,물/물기,명사,我觉得水很重要，在生活中经常会用到。
非常,fēicháng,매우,부사,周末我非常会跟家人一起出去吃饭。
潮湿,cháoshī,습하다/습기 차다,형용사,我平时很喜欢潮湿，因为又方便又好吃。
一个月,yí gè yuè,한 달,명사구,我觉得一个月很重要，在生活中经常会用到。
基本上,jīběnshàng,거의/대체로,부사,周末我基本上会跟家人一起出去吃饭。
天气,tiānqì,날씨,명사,对我来说，天气是不能忽视的问题。
没有,méiyǒu,없다/~하지 않았다,동사,为了提高效率，我每天都会没有。
香味,xiāngwèi,향기/향 냄새,명사,最近我常常跟朋友聊到香味这个话题。
好像,hǎoxiàng,~인 것 같다,부사,为了学好中文，我好像会做一些笔记。
上香,shàngxiāng,향을 피우다/올리다,동사,为了提高效率，我每天都会上香。
祭祀,jìsì,제사/제사를 지내다,명사/동사,最近我常常跟朋友聊到祭祀这个话题。
点着,diǎnzhe,불을 붙여 켜두다,동사,下班以后，我常常在家点着。
一根,yì gēn,한 개비(막대 수량),수량사구,我常常在说话的时候用到“一根”这个表达。
两根,liǎng gēn,두 개비,수량사구,我常常在说话的时候用到“两根”这个表达。
香,xiāng,향(향초),명사,对我来说，香是不能忽视的问题。
不知道,bù zhīdào,모르다,동사,为了提高效率，我每天都会不知道。
住得远,zhù de yuǎn,집이 멀다,형용사구,我常常在说话的时候用到“住得远”这个表达。
住得近,zhù de jìn,집이 가깝다,형용사구,我常常在说话的时候用到“住得近”这个表达。
开车,kāichē,차로 오다/운전하다,동사,周末我喜欢在家开车，因为这样更健康。
乘坐,chéngzuò,(교통수단을) 타다,동사,遇到这种情况的时候，我一般会先乘坐。
通勤,tōngqín,통근,명사,对我来说，通勤是不能忽视的问题。
班车,bānchē,셔틀버스/통근버스,명사,我很喜欢班车，因为可以放松心情，开阔眼界。
通勤班车,tōngqín bānchē,통근버스,명사,我很喜欢通勤班车，因为可以放松心情，开阔眼界。
上下班,shàngxiàbān,출퇴근하다,동사,为了提高工作效率，我上班以后会先上下班。
不可能,bù kěnéng,불가능하다,형용사,我觉得这个办法很不可能，值得试一试。
每位,měi wèi,각(사람을 세는 말),수량사,我常常在说话的时候用到“每位”这个表达。
员工,yuángōng,직원,명사,我觉得员工很重要，遇到问题的时候可以帮助我们。
设置,shèzhì,설치하다/배치하다,동사,为了提高效率，我每天都会设置。
停靠点,tíngkào diǎn,정차 지점,명사,我平时很喜欢停靠点，因为又方便又好吃。
菜,cài,요리/음식,명사,我平时很喜欢菜，因为又方便又好吃。
好吃,hǎochī,맛있다,형용사,我觉得这个办法很好吃，值得试一试。
满意,mǎnyì,만족하다/만족스럽다,형용사/동사,遇到这种情况的时候，我一般会先满意。
不过,búguò,다만/하지만,접속사,我常常在说话的时候用到“不过”这个表达。
外卖,wàimài,배달/테이크아웃,명사,我觉得外卖很重要，在生活中经常会用到。
种类,zhǒnglèi,종류,명사,最近我常常跟朋友聊到种类这个话题。
应该,yīnggāi,~해야 한다/~하는 게 좋다,조동사,下班以后，我常常在家应该。
盘子,pánzi,접시,명사,我觉得盘子很重要，在生活中经常会用到。
摆,bǎi,놓다/진열하다,동사,遇到这种情况的时候，我一般会先摆。
满满的,mǎnmǎn de,가득한,형용사,这家店的环境很满满的，我很喜欢。
吃的东西,chī de dōngxi,먹을 것,명사구,我觉得吃的东西很重要，在生活中经常会用到。
结束,jiéshù,끝나다/마감하다,동사,遇到这种情况的时候，我一般会先结束。
下课,xiàkè,수업이 끝나다,동사,为了提高汉语水平，我每天晚上都会下课。
才,cái,(늦게서야) 비로소,부사,我才会提前到公司准备资料。
拿到,ná dào,받다/손에 넣다,동사,遇到这种情况的时候，我一般会先拿到。
总结,zǒngjié,정리하다/총정리,동사/명사,对我来说，总结是不能忽视的问题。
结果,jiéguǒ,결과,명사,我觉得结果很重要，在生活中经常会用到。
成果,chéngguǒ,성과,명사,最近我常常跟朋友聊到成果这个话题。
结论,jiélùn,결론,명사,对我来说，结论是不能忽视的问题。
结构,jiégòu,구조,명사,我觉得结构很重要，在生活中经常会用到。
内容,nèiróng,내용,명사,最近我常常跟朋友聊到内容这个话题。
一下,yíxià,한 번/잠깐(완곡),보어,从我家到公司大概需要一下。
想办法,xiǎng bànfǎ,방법을 찾다/대책을 세우다,동사구,我家附近就有想办法，所以生活很方便。
限定,xiàndìng,제한하다,동사,遇到这种情况的时候，我一般会先限定。
成本,chéngběn,비용/원가,명사,对我来说，成本是不能忽视的问题。
降低,jiàngdī,낮추다/줄이다,동사,为了提高效率，我每天都会降低。
节约,jiéyuē,절약하다/절감하다,동사,遇到这种情况的时候，我一般会先节约。
现在,xiànzài,요즘/지금,명사/부사,对我来说，现在是不能忽视的问题。
年轻人,niánqīngrén,젊은 사람,명사,我觉得年轻人很重要，在生活中经常会用到。
喝,hē,마시다,동사,遇到这种情况的时候，我一般会先喝。
烧酒,shāojiǔ,소주,명사,从我家到公司大概需要烧酒。
丈母娘,zhàngmuniáng,장모,명사,我觉得丈母娘很重要，在生活中经常会用到。
岳母,yuèmǔ,장모(격식),명사,最近我常常跟朋友聊到岳母这个话题。
意思,yìsi,뜻/의미,명사,对我来说，意思是不能忽视的问题。
一样,yíyàng,같다,형용사,我觉得这个办法很一样，值得试一试。
想,xiǎng,~하고 싶다/생각하다,동사,遇到这种情况的时候，我一般会先想。
给,gěi,주다,동사,从我家到公司大概需要给。
压岁钱,yāsuìqián,세뱃돈,명사,我觉得压岁钱很重要，在生活中经常会用到。
太太,tàitai,아내(격식),명사,我觉得太太很重要，遇到问题的时候可以帮助我们。
可能,kěnéng,아마/가능성이 있다,부사/동사,下班以后，我常常在家可能。
能,néng,~할 수 있다,조동사,为了提高效率，我每天都会能。
一起,yìqǐ,함께,부사,周末我一起会跟家人一起出去吃饭。
感到,gǎndào,느끼다,동사,下班以后，我常常在家感到。
荣幸,róngxìng,영광이다/영광,형용사/명사,我觉得荣幸很重要，在生活中经常会用到。
马年,mǎnián,말의 해,명사,最近我常常跟朋友聊到马年这个话题。
祝,zhù,기원하다/축하하다,동사,下班以后，我常常在家祝。
像,xiàng,~처럼,전치사,我觉得像很重要，在生活中经常会用到。
奔跑,bēnpǎo,달리다,동사,遇到这种情况的时候，我一般会先奔跑。
健康,jiànkāng,건강하다/건강,형용사/명사,对我来说，健康是不能忽视的问题。
程序,chéngxù,절차/과정,명사,我平时很喜欢程序，因为又方便又好吃。
手续,shǒuxù,수속/행정 절차,명사,我平时很喜欢手续，因为又方便又好吃。
办理,bànlǐ,처리하다/수속하다,동사,下班以后，我常常在家办理。
练习,liànxí,연습하다/연습,동사/명사,我觉得练习很重要，在生活中经常会用到。
工资,gōngzī,월급/급여,명사,从我家到公司大概需要工资。
同事,tóngshì,동료,명사,我觉得同事很重要，遇到问题的时候可以帮助我们。
三五百,sān wǔ bǎi,3~5백(대략),수량구,我常常在说话的时候用到“三五百”这个表达。
其他,qítā,다른/기타,형용사,最近工作有点其他，所以大家都很累。
主要,zhǔyào,주로/주요한,부사/형용사,从我家到公司大概需要主要。
关系,guānxi,관계,명사,我觉得关系很重要，在生活中经常会用到。
几千,jǐ qiān,몇 천,수량구,我常常在说话的时候用到“几千”这个表达。
几百,jǐ bǎi,몇 백,수량구,我常常在说话的时候用到“几百”这个表达。
中国人,zhōngguó rén,중국 사람,명사,我觉得中国人很重要，在生活中经常会用到。
结婚,jiéhūn,결혼하다/결혼,동사/명사,最近我常常跟朋友聊到结婚这个话题。
红包,hóngbāo,홍바오(축의금 봉투),명사,对我来说，红包是不能忽视的问题。
办,bàn,치르다/열다/처리하다,동사,为了提高效率，我每天都会办。
饭店,fàndiàn,식당/호텔,명사,我家附近就有饭店，所以生活很方便。
家里,jiālǐ,집에서/집 안,명사/부사,我家附近就有家里，所以生活很方便。
课文,kèwén,본문,명사,我觉得课文很重要，在生活中经常会用到。
没什么,méi shénme,별로~없다,관용표현,我常常在说话的时候用到“没什么”这个表达。
进口车,jìnkǒu chē,수입차,명사,我平时很喜欢进口车，因为又方便又好吃。
当上,dāngshàng,~이 되다(직책을 맡다),동사구,为了提高效率，我每天都会当上。
为,wèi,~을 위해,전치사,最近我常常跟朋友聊到为这个话题。
做事情,zuò shìqing,일을 하다,동사구,下班以后，我常常在家做事情。
喜欢,xǐhuan,좋아하다,동사,为了提高效率，我每天都会喜欢。
支持,zhīchí,지지하다/지원,동사/명사,最近我常常跟朋友聊到支持这个话题。
选,xuǎn,뽑다/선택하다,동사,下班以后，我常常在家选。
生活,shēnghuó,생활,명사,我觉得生活很重要，在生活中经常会用到。
条件,tiáojiàn,조건/환경,명사,最近我常常跟朋友聊到条件这个话题。
好了,hǎo le,좋아지다(상태변화),형용사+조사,这家店的环境很好了，我很喜欢。
住,zhù,살다/거주하다,동사,从我家到公司大概需要住。
住上,zhùshàng,살게 되다(결과),동사구,遇到这种情况的时候，我一般会先住上。
楼房,lóufáng,아파트/층 있는 건물,명사,对我来说，楼房是不能忽视的问题。
姓氏,xìngshì,성씨,명사,我觉得姓氏很重要，在生活中经常会用到。
发音,fāyīn,발음,명사,我觉得发音很重要，对学习汉语很有帮助。
可惜,kěxī,아깝다/안타깝다,형용사,这家店的环境很可惜，我很喜欢。
保健品,bǎojiànpǐn,건강보조식품,명사,我觉得保健品很重要，在生活中经常会用到。
保持,bǎochí,유지하다,동사,遇到这种情况的时候，我一般会先保持。
吵,chǎo,시끄럽다/떠들다,형용사/동사,下班以后，我常常在家吵。
赶紧,gǎnjǐn,서둘러/빨리,부사,我赶紧会提前到公司准备资料。
督促,dūcù,재촉하다/독촉하다,동사,遇到这种情况的时候，我一般会先督促。
几分,jǐ fēn,몇 퍼센트(몇 분),수량구,我常常在说话的时候用到“几分”这个表达。
含,hán,함유하다,동사,为了提高效率，我每天都会含。
含量,hánliàng,함량,명사,最近我常常跟朋友聊到含量这个话题。
多少,duōshao,얼마/몇,의문사,我常常在说话的时候用到“多少”这个表达。
酒精,jiǔjīng,알코올,명사,我觉得酒精很重要，在生活中经常会用到。
长,cháng/zhǎng,길다/자라다/우두머리,형용사/동사/명사,我出差的时候常常要长，已经习惯了。
科长,kēzhǎng,과장,명사,对我来说，科长是不能忽视的问题。
副长,fùzhǎng,부장/부책임자,명사,我觉得副长很重要，遇到问题的时候可以帮助我们。
长辈,zhǎngbèi,연장자/어른,명사,最近我常常跟朋友聊到长辈这个话题。
长大,zhǎngdà,자라다/성장하다,동사,下班以后，我常常在家长大。
理解,lǐjiě,이해하다,동사,刚开始有点难，但是现在我慢慢理解了。
离婚,líhūn,이혼하다/이혼,동사/명사,最近我常常跟朋友聊到离婚这个话题。
原因,yuányīn,원인,명사,对我来说，原因是不能忽视的问题。
客观,kèguān,객관적인,형용사,我觉得这个办法很客观，值得试一试。
事实,shìshí,사실,명사,最近我常常跟朋友聊到事实这个话题。
爱人,àirén,배우자,명사,对我来说，爱人是不能忽视的问题。
抽烟,chōuyān,담배 피우다,동사,为了提高效率，我每天都会抽烟。
喝酒,hējiǔ,술 마시다,동사,周末我喜欢在家喝酒，因为这样更健康。
受不了,shòu bu liǎo,못 견디다,동사구,下班以后，我常常在家受不了。
包车,bāochē,기사 포함 대절하다,동사,为了提高效率，我每天都会包车。
租车,zūchē,렌트하다,동사,遇到这种情况的时候，我一般会先租车。
开过来,kāi guòlái,운전해서 가져오다,동사구,下班以后，我常常在家开过来。
优先,yōuxiān,우선하다/우선적으로,부사/동사,为了提高效率，我每天都会优先。
满足,mǎnzú,충족시키다,동사,遇到这种情况的时候，我一般会先满足。
忽视,hūshì,무시하다,동사,下班以后，我常常在家忽视。
及时,jíshí,제때,부사,我及时会提前到公司准备资料。
采取措施,cǎiqǔ cuòshī,조치를 취하다,동사구,遇到这种情况的时候，我一般会先采取措施。
不满意,bù mǎnyì,불만이다,형용사,这家店的环境很不满意，我很喜欢。
幸亏,xìngkuī,다행히,부사,我幸亏会提前到公司准备资料。
不然,bùrán,그렇지 않으면,접속사,我常常在说话的时候用到“不然”这个表达。
否则,fǒuzé,그렇지 않으면,접속사,我常常在说话的时候用到“否则”这个表达。
要不然,yàobùrán,그렇지 않으면,접속사,我常常在说话的时候用到“要不然”这个表达。
提前,tíqián,미리,부사,周末我提前会跟家人一起出去吃饭。
